"task","code","cue","response","target","TSR_score","strict","lenient","condition"
1,40612,"gallery","frozen","frozen",100,"correct","correct","A1_B2"
1,40612,"gifted","wizard","wizard",100,"correct","correct","A1_B1"
1,40612,"grape","fruit","fruit",100,"correct","correct","trial"
1,40612,"harass","IDK","fatal",0,"wrong","wrong","A2_B1"
1,40612,"heroic","IDK","frontier",18,"wrong","wrong","A2_B1"
1,40612,"laser","IDK","divine",22,"wrong","wrong","A2_B2"
1,40612,"liberty","hairdo","hairdo",100,"correct","correct","A1_B2"
1,40612,"madness","IDK","writer",22,"wrong","wrong","A2_B2"
1,40612,"modesty","east","east",100,"correct","correct","A1_B1"
1,40612,"mole","IDK","educate",20,"wrong","wrong","A2_B2"
1,40612,"mutant","IDK","annual",0,"wrong","wrong","A1_B2"
1,40612,"olive","IDK","banking",20,"wrong","wrong","A1_B1"
1,40612,"orange","flower","flower",100,"correct","correct","trial"
1,40612,"orphan","mischievous ","mischief",74,"wrong","wrong","A1_B2"
1,40612,"pageant","fatal","striped",17,"wrong","wrong","A2_B2"
1,40612,"pigeon","folklore","folklore",100,"correct","correct","A1_B1"
1,40612,"poised","stripped","nurse",31,"wrong","wrong","A1_B2"
1,40612,"proposal","IDK","vitamin",20,"wrong","wrong","A1_B1"
1,40612,"publicity","breed","breed",100,"correct","correct","A2_B1"
1,40612,"publish","IDK","hunter",0,"wrong","wrong","A2_B1"
1,40612,"sacred","breed","crack",20,"wrong","wrong","A2_B2"
1,40612,"sewer","litter","litter",100,"correct","correct","A2_B1"
1,40612,"surgical","natives","natives",100,"correct","correct","A1_B2"
1,40612,"vessel","chemist","chemist",100,"correct","correct","A1_B1"
2,40613,"adjust","thraped","pruffed",43,"wrong","wrong","A2_B2"
2,40613,"anguish","nithter","nithter",100,"correct","correct","A2_B2"
2,40613,"apple","scrones","scrones",100,"correct","correct","trial"
2,40613,"banner","fastade","fastade",100,"correct","correct","A2_B1"
2,40613,"bloom","drusier","drusier",100,"correct","correct","A1_B2"
2,40613,"boost","glorned","glorned",100,"correct","correct","A1_B1"
2,40613,"breeding","trunned","trunned",100,"correct","correct","A1_B2"
2,40613,"broker","trapely","trapely",100,"correct","correct","A1_B1"
2,40613,"click","chyrene","chyrene",100,"correct","correct","A2_B2"
2,40613,"compound","drandal","drandal",100,"correct","correct","A2_B2"
2,40613,"confined","slarves","slarves",100,"correct","correct","A1_B1"
2,40613,"cosmic","flatial","flatial",100,"correct","correct","A1_B2"
2,40613,"currency","tremish","tremish",100,"correct","correct","A2_B1"
2,40613,"delayed","casstop","castopp",86,"wrong","correct","A1_B2"
2,40613,"demand","reordom","reordom",100,"correct","correct","A2_B1"
2,40613,"depend","cridded","cridded",100,"correct","correct","A1_B1"
2,40613,"dive","bensked","bensked",100,"correct","correct","A2_B1"
2,40613,"donation","brudied","brudied",100,"correct","correct","A2_B2"
2,40613,"editing","thraped","thraped",100,"correct","correct","A2_B1"
2,40613,"gallery","detrabe","detrabe",100,"correct","correct","A1_B2"
2,40613,"gifted","slooper","slooper",100,"correct","correct","A1_B1"
2,40613,"grape","dramens","dramens",100,"correct","correct","trial"
2,40613,"harass","blerved","blerved",100,"correct","correct","A2_B1"
2,40613,"heroic","grature","grature",100,"correct","correct","A2_B1"
2,40613,"laser","stereas","stereas",100,"correct","correct","A2_B2"
2,40613,"liberty","ottress","ottress",100,"correct","correct","A1_B2"
2,40613,"madness","treeple","treeple",100,"correct","correct","A2_B2"
2,40613,"modesty","dradden","dradden",100,"correct","correct","A1_B1"
2,40613,"mole","slouder","slouder",100,"correct","correct","A2_B2"
2,40613,"mutant","drodged","drodged",100,"correct","correct","A1_B2"
2,40613,"olive","pheties","pheties",100,"correct","correct","A1_B1"
2,40613,"orange","clartle","clartle",100,"correct","correct","trial"
2,40613,"orphan","lonbust","lonbust",100,"correct","correct","A1_B2"
2,40613,"pageant","tossens","tossens",100,"correct","correct","A2_B2"
2,40613,"pigeon","addeded","addeded",100,"correct","correct","A1_B1"
2,40613,"poised","achirin","achirin",100,"correct","correct","A1_B2"
2,40613,"proposal","flanish","flanish",100,"correct","correct","A1_B1"
2,40613,"publicity","pluared","pluared",100,"correct","correct","A2_B1"
2,40613,"publish","clitten","clitten",100,"correct","correct","A2_B1"
2,40613,"sacred","blonged","blonged",100,"correct","correct","A2_B2"
2,40613,"sewer","blosper","blosper",100,"correct","correct","A2_B1"
2,40613,"surgical","plished","plished",100,"correct","correct","A1_B2"
2,40613,"vessel","drereby","drereby",100,"correct","correct","A1_B1"
1,40615,"adjust","IDK","frozen",0,"wrong","wrong","A2_B2"
1,40615,"anguish","IDK","giggle",22,"wrong","wrong","A2_B2"
1,40615,"apple","flower","flower",100,"correct","correct","trial"
1,40615,"banner","IDK","regard",22,"wrong","wrong","A2_B1"
1,40615,"bloom","IDK","annual",0,"wrong","wrong","A1_B2"
1,40615,"boost","IDK","nuisance",18,"wrong","wrong","A1_B1"
1,40615,"breeding","IDK","spacious",18,"wrong","wrong","A1_B2"
1,40615,"broker","IDK","habitat",20,"wrong","wrong","A1_B1"
1,40615,"click","landlore","folklore",63,"wrong","wrong","A2_B2"
1,40615,"compound","upon","upon",100,"correct","correct","A2_B2"
1,40615,"confined","IDK","portray",0,"wrong","wrong","A1_B1"
1,40615,"cosmic","IDK","prolong",0,"wrong","wrong","A1_B2"
1,40615,"currency","IDK","knob",29,"wrong","wrong","A2_B1"
1,40615,"delayed","compute","compute",100,"correct","correct","A1_B2"
1,40615,"demand","IDK","hairdo",44,"wrong","wrong","A2_B1"
1,40615,"depend","upon","crack",0,"wrong","wrong","A1_B1"
1,40615,"dive","frontier","frontier",100,"correct","correct","A2_B1"
1,40615,"donation","hunter","hunter",100,"correct","correct","A2_B2"
1,40615,"editing","guiding","guiding",100,"correct","correct","A2_B1"
1,40615,"gallery","oyster","oyster",100,"correct","correct","A1_B2"
1,40615,"gifted","ominous","ominous",100,"correct","correct","A1_B1"
1,40615,"grape","fruit","fruit",100,"correct","correct","trial"
1,40615,"harass","IDK","striped",40,"wrong","wrong","A2_B1"
1,40615,"heroic","mischeif","mischief",88,"wrong","correct","A2_B1"
1,40615,"laser","prolong","divine",15,"wrong","wrong","A2_B2"
1,40615,"liberty","IDK","breed",25,"wrong","wrong","A1_B2"
1,40615,"madness","mature","mature",100,"correct","correct","A2_B2"
1,40615,"modesty","aggression","banking",35,"wrong","wrong","A1_B1"
1,40615,"mole","landlore","writer",29,"wrong","wrong","A2_B2"
1,40615,"mutant","habitat","east",36,"wrong","wrong","A1_B2"
1,40615,"olive","striped","flyer",17,"wrong","wrong","A1_B1"
1,40615,"orange","tree","tree",100,"correct","correct","trial"
1,40615,"orphan","educate","educate",100,"correct","correct","A1_B2"
1,40615,"pageant","nurse","nurse",100,"correct","correct","A2_B2"
1,40615,"pigeon","wizard","wizard",100,"correct","correct","A1_B1"
1,40615,"poised","striped","fatal",17,"wrong","wrong","A1_B2"
1,40615,"proposal","chemist","chemist",100,"correct","correct","A1_B1"
1,40615,"publicity","IDK","vitamin",20,"wrong","wrong","A2_B1"
1,40615,"publish","IDK","donation",18,"wrong","wrong","A2_B1"
1,40615,"sacred","IDK","natives",20,"wrong","wrong","A2_B2"
1,40615,"sewer","litter","litter",100,"correct","correct","A2_B1"
1,40615,"surgical","hairdo","wasp",20,"wrong","wrong","A1_B2"
1,40615,"vessel","venure","venom",55,"wrong","wrong","A1_B1"
1,40618,"adjust","IDK","frozen",0,"wrong","wrong","A2_B2"
1,40618,"anguish","annual","annual",100,"correct","correct","A2_B2"
1,40618,"apple","tree","tree",100,"correct","correct","trial"
1,40618,"banner","wasp","wasp",100,"correct","correct","A2_B1"
1,40618,"bloom","striped","striped",100,"correct","correct","A1_B2"
1,40618,"boost","IDK","portray",0,"wrong","wrong","A1_B1"
1,40618,"breeding","IDK","divine",22,"wrong","wrong","A1_B2"
1,40618,"broker","east","east",100,"correct","correct","A1_B1"
1,40618,"click","IDK","mature",0,"wrong","wrong","A2_B2"
1,40618,"compound","chemist","vitamin",29,"wrong","wrong","A2_B2"
1,40618,"confined","oyster","oyster",100,"correct","correct","A1_B1"
1,40618,"cosmic","hunter","hunter",100,"correct","correct","A1_B2"
1,40618,"currency","nurse","nurse",100,"correct","correct","A2_B1"
1,40618,"delayed","IDK","mischief",18,"wrong","wrong","A1_B2"
1,40618,"demand","relatives","natives",75,"wrong","wrong","A2_B1"
1,40618,"depend","upon","upon",100,"correct","correct","A1_B1"
1,40618,"dive","IDK","educate",20,"wrong","wrong","A2_B1"
1,40618,"donation","spacious","spacious",100,"correct","correct","A2_B2"
1,40618,"editing","IDK","guiding",40,"wrong","wrong","A2_B1"
1,40618,"gallery","IDK","prolong",0,"wrong","wrong","A1_B2"
1,40618,"gifted","wizard","wizard",100,"correct","correct","A1_B1"
1,40618,"grape","fruit","fruit",100,"correct","correct","trial"
1,40618,"harass","fatal","flyer",40,"wrong","wrong","A2_B1"
1,40618,"heroic","mischief","frontier",25,"wrong","wrong","A2_B1"
1,40618,"laser","NUISANCE","nuisance",100,"correct","correct","A2_B2"
1,40618,"liberty","crack","crack",100,"correct","correct","A1_B2"
1,40618,"madness","IDK","litter",22,"wrong","wrong","A2_B2"
1,40618,"modesty","habitat","habitat",100,"correct","correct","A1_B1"
1,40618,"mole","IDK","folklore",18,"wrong","wrong","A2_B2"
1,40618,"mutant","giggles","giggle",92,"wrong","correct","A1_B2"
1,40618,"olive","knob","knob",100,"correct","correct","A1_B1"
1,40618,"orange","flower","flower",100,"correct","correct","trial"
1,40618,"orphan","compute","compute",100,"correct","correct","A1_B2"
1,40618,"pageant","blossom","fatal",17,"wrong","wrong","A2_B2"
1,40618,"pigeon","writer","writer",100,"correct","correct","A1_B1"
1,40618,"poised","banker","banking",62,"wrong","wrong","A1_B2"
1,40618,"proposal","crazy","chemist",17,"wrong","wrong","A1_B1"
1,40618,"publicity","breed","breed",100,"correct","correct","A2_B1"
1,40618,"publish","IDK","donation",18,"wrong","wrong","A2_B1"
1,40618,"sacred","IDK","regard",22,"wrong","wrong","A2_B2"
1,40618,"sewer","ominous","ominous",100,"correct","correct","A2_B1"
1,40618,"surgical","venom","venom",100,"correct","correct","A1_B2"
1,40618,"vessel","IDK","hairdo",44,"wrong","wrong","A1_B1"
2,40628,"adjust","brudied","brudied",100,"correct","correct","A2_B2"
2,40628,"anguish","tremish","tremish",100,"correct","correct","A2_B2"
2,40628,"apple","dramens","dramens",100,"correct","correct","trial"
2,40628,"banner","drereby","drereby",100,"correct","correct","A2_B1"
2,40628,"bloom","blerved","blerved",100,"correct","correct","A1_B2"
2,40628,"boost","detrabe","detrabe",100,"correct","correct","A1_B1"
2,40628,"breeding","glorned","glorned",100,"correct","correct","A1_B2"
2,40628,"broker","achirin","achirin",100,"correct","correct","A1_B1"
2,40628,"click","castopp","castopp",100,"correct","correct","A2_B2"
2,40628,"compound","ottress","ottress",100,"correct","correct","A2_B2"
2,40628,"confined","clitten","clitten",100,"correct","correct","A1_B1"
2,40628,"cosmic","slarves","slarves",100,"correct","correct","A1_B2"
2,40628,"currency","pheties","pheties",100,"correct","correct","A2_B1"
2,40628,"delayed","slouder","slouder",100,"correct","correct","A1_B2"
2,40628,"demand","drandal","drandal",100,"correct","correct","A2_B1"
2,40628,"depend","reordom","reordom",100,"correct","correct","A1_B1"
2,40628,"dive","treeple","treeple",100,"correct","correct","A2_B1"
2,40628,"donation","pruffed","pruffed",100,"correct","correct","A2_B2"
2,40628,"editing","trunned","trunned",100,"correct","correct","A2_B1"
2,40628,"gallery","thraped","thraped",100,"correct","correct","A1_B2"
2,40628,"gifted","slooper","slooper",100,"correct","correct","A1_B1"
2,40628,"grape","clartle","clartle",100,"correct","correct","trial"
2,40628,"harass","drodged","drodged",100,"correct","correct","A2_B1"
2,40628,"heroic","addeded","addeded",100,"correct","correct","A2_B1"
2,40628,"laser","stereas","stereas",100,"correct","correct","A2_B2"
2,40628,"liberty","blonged","blonged",100,"correct","correct","A1_B2"
2,40628,"madness","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40628,"modesty","dradden","dradden",100,"correct","correct","A1_B1"
2,40628,"mole","chyrene","chyrene",100,"correct","correct","A2_B2"
2,40628,"mutant","tossens","tossens",100,"correct","correct","A1_B2"
2,40628,"olive","drusier","drusier",100,"correct","correct","A1_B1"
2,40628,"orange","scrones","scrones",100,"correct","correct","trial"
2,40628,"orphan","bensked","bensked",100,"correct","correct","A1_B2"
2,40628,"pageant","nithter","nithter",100,"correct","correct","A2_B2"
2,40628,"pigeon","grature","grature",100,"correct","correct","A1_B1"
2,40628,"poised","trapely","trapely",100,"correct","correct","A1_B2"
2,40628,"proposal","phlished","plished",93,"wrong","correct","A1_B1"
2,40628,"publicity","flanish","flanish",100,"correct","correct","A2_B1"
2,40628,"publish","flatial","flatial",100,"correct","correct","A2_B1"
2,40628,"sacred","pluared","pluared",100,"correct","correct","A2_B2"
2,40628,"sewer","blosper","blosper",100,"correct","correct","A2_B1"
2,40628,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40628,"vessel","fastade","fastade",100,"correct","correct","A1_B1"
2,40647,"adjust","pruffed","pruffed",100,"correct","correct","A2_B2"
2,40647,"anguish","tossens","tossens",100,"correct","correct","A2_B2"
2,40647,"apple","dramens","dramens",100,"correct","correct","trial"
2,40647,"banner","ottress","ottress",100,"correct","correct","A2_B1"
2,40647,"bloom","nither","nithter",92,"wrong","correct","A1_B2"
2,40647,"boost","detrabe","detrabe",100,"correct","correct","A1_B1"
2,40647,"breeding","thraped","thraped",100,"correct","correct","A1_B2"
2,40647,"broker","pheties","pheties",100,"correct","correct","A1_B1"
2,40647,"click","castopp","castopp",100,"correct","correct","A2_B2"
2,40647,"compound","reordom","reordom",100,"correct","correct","A2_B2"
2,40647,"confined","trunned","trunned",100,"correct","correct","A1_B1"
2,40647,"cosmic","slarves","slarves",100,"correct","correct","A1_B2"
2,40647,"currency","drusier","drusier",100,"correct","correct","A2_B1"
2,40647,"delayed","blosper","blosper",100,"correct","correct","A1_B2"
2,40647,"demand","blonged","blonged",100,"correct","correct","A2_B1"
2,40647,"depend","cridded","cridded",100,"correct","correct","A1_B1"
2,40647,"dive","treeple","treeple",100,"correct","correct","A2_B1"
2,40647,"donation","brudied","brudied",100,"correct","correct","A2_B2"
2,40647,"editing","clitten","clitten",100,"correct","correct","A2_B1"
2,40647,"gallery","stereas","stereas",100,"correct","correct","A1_B2"
2,40647,"gifted","slooper","slooper",100,"correct","correct","A1_B1"
2,40647,"grape","scrones","scrones",100,"correct","correct","trial"
2,40647,"harass","trapely","trapely",100,"correct","correct","A2_B1"
2,40647,"heroic","chyrene","chyrene",100,"correct","correct","A2_B1"
2,40647,"laser","glorned","glorned",100,"correct","correct","A2_B2"
2,40647,"liberty","flanish","flanish",100,"correct","correct","A1_B2"
2,40647,"madness","addeded","addeded",100,"correct","correct","A2_B2"
2,40647,"modesty","blerved","blerved",100,"correct","correct","A1_B1"
2,40647,"mole","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40647,"mutant","tremish","tremish",100,"correct","correct","A1_B2"
2,40647,"olive","dradden","dradden",100,"correct","correct","A1_B1"
2,40647,"orange","clartle","clartle",100,"correct","correct","trial"
2,40647,"orphan","slouder","slouder",100,"correct","correct","A1_B2"
2,40647,"pageant","achirin","achirin",100,"correct","correct","A2_B2"
2,40647,"pigeon","bensked","bensked",100,"correct","correct","A1_B1"
2,40647,"poised","drodged","drodged",100,"correct","correct","A1_B2"
2,40647,"proposal","pluared","pluared",100,"correct","correct","A1_B1"
2,40647,"publicity","drereby","drereby",100,"correct","correct","A2_B1"
2,40647,"publish","flatial","flatial",100,"correct","correct","A2_B1"
2,40647,"sacred","plished","plished",100,"correct","correct","A2_B2"
2,40647,"sewer","grature","grature",100,"correct","correct","A2_B1"
2,40647,"surgical","drandal","drandal",100,"correct","correct","A1_B2"
2,40647,"vessel","fastade","fastade",100,"correct","correct","A1_B1"
2,40669,"adjust","stereas","stereas",100,"correct","correct","A2_B2"
2,40669,"anguish","tremish","tremish",100,"correct","correct","A2_B2"
2,40669,"apple","scrones","scrones",100,"correct","correct","trial"
2,40669,"banner","pluared","pluared",100,"correct","correct","A2_B1"
2,40669,"bloom","dradden","dradden",100,"correct","correct","A1_B2"
2,40669,"boost","slarves","slarves",100,"correct","correct","A1_B1"
2,40669,"breeding","thraped","thraped",100,"correct","correct","A1_B2"
2,40669,"broker","blerved","blerved",100,"correct","correct","A1_B1"
2,40669,"click","castopp","castopp",100,"correct","correct","A2_B2"
2,40669,"compound","ottress","ottress",100,"correct","correct","A2_B2"
2,40669,"confined","brudied","brudied",100,"correct","correct","A1_B1"
2,40669,"cosmic","detrabe","detrabe",100,"correct","correct","A1_B2"
2,40669,"currency","pheties","pheties",100,"correct","correct","A2_B1"
2,40669,"delayed","addeded","addeded",100,"correct","correct","A1_B2"
2,40669,"demand","cridded","cridded",100,"correct","correct","A2_B1"
2,40669,"depend","drandal","drandal",100,"correct","correct","A1_B1"
2,40669,"dive","blosper","blosper",100,"correct","correct","A2_B1"
2,40669,"donation","trunned","trunned",100,"correct","correct","A2_B2"
2,40669,"editing","clitten","clitten",100,"correct","correct","A2_B1"
2,40669,"gallery","glorned","glorned",100,"correct","correct","A1_B2"
2,40669,"gifted","bensked","bensked",100,"correct","correct","A1_B1"
2,40669,"grape","dramens","dramens",100,"correct","correct","trial"
2,40669,"harass","tossens","tossens",100,"correct","correct","A2_B1"
2,40669,"heroic","slooper","slooper",100,"correct","correct","A2_B1"
2,40669,"laser","pruffed","pruffed",100,"correct","correct","A2_B2"
2,40669,"liberty","reordom","reordom",100,"correct","correct","A1_B2"
2,40669,"madness","chyrene","chyrene",100,"correct","correct","A2_B2"
2,40669,"modesty","nithter","nithter",100,"correct","correct","A1_B1"
2,40669,"mole","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40669,"mutant","drodged","drodged",100,"correct","correct","A1_B2"
2,40669,"olive","trapely","trapely",100,"correct","correct","A1_B1"
2,40669,"orange","clartle","clartle",100,"correct","correct","trial"
2,40669,"orphan","slouder","slouder",100,"correct","correct","A1_B2"
2,40669,"pageant","drusier","drusier",100,"correct","correct","A2_B2"
2,40669,"pigeon","treeple","treeple",100,"correct","correct","A1_B1"
2,40669,"poised","achirin","achirin",100,"correct","correct","A1_B2"
2,40669,"proposal","flanish","flanish",100,"correct","correct","A1_B1"
2,40669,"publicity","fastade","fastade",100,"correct","correct","A2_B1"
2,40669,"publish","flatial","flatial",100,"correct","correct","A2_B1"
2,40669,"sacred","plished","plished",100,"correct","correct","A2_B2"
2,40669,"sewer","grature","grature",100,"correct","correct","A2_B1"
2,40669,"surgical","blonged","blonged",100,"correct","correct","A1_B2"
2,40669,"vessel","drereby","drereby",100,"correct","correct","A1_B1"
1,40672,"adjust","idk","frozen",0,"wrong","wrong","A2_B2"
1,40672,"anguish","idk","nurse",0,"wrong","wrong","A2_B2"
1,40672,"apple","flower","flower",100,"correct","correct","trial"
1,40672,"banner","venom","natives",33,"wrong","wrong","A2_B1"
1,40672,"bloom","idk","flyer",0,"wrong","wrong","A1_B2"
1,40672,"boost","idk","oyster",0,"wrong","wrong","A1_B1"
1,40672,"breeding","idk","portray",0,"wrong","wrong","A1_B2"
1,40672,"broker","idk","fatal",0,"wrong","wrong","A1_B1"
1,40672,"click","compute","compute",100,"correct","correct","A2_B2"
1,40672,"compound","idk","upon",0,"wrong","wrong","A2_B2"
1,40672,"confined","idk","spacious",18,"wrong","wrong","A1_B1"
1,40672,"cosmic","hunter","guiding",31,"wrong","wrong","A1_B2"
1,40672,"currency","idk","annual",0,"wrong","wrong","A2_B1"
1,40672,"delayed","idk","frontier",18,"wrong","wrong","A1_B2"
1,40672,"demand","idk","venom",0,"wrong","wrong","A2_B1"
1,40672,"depend","hairdo","hairdo",100,"correct","correct","A1_B1"
1,40672,"dive","idk","mature",0,"wrong","wrong","A2_B1"
1,40672,"donation","nuisancw","nuisance",88,"wrong","correct","A2_B2"
1,40672,"editing","prolong","prolong",100,"correct","correct","A2_B1"
1,40672,"gallery","idk","donation",18,"wrong","wrong","A1_B2"
1,40672,"gifted","pigeon","ominous",31,"wrong","wrong","A1_B1"
1,40672,"grape","fruit","fruit",100,"correct","correct","trial"
1,40672,"harass","idk","habitat",20,"wrong","wrong","A2_B1"
1,40672,"heroic","writer","writer",100,"correct","correct","A2_B1"
1,40672,"laser","hunter","hunter",100,"correct","correct","A2_B2"
1,40672,"liberty","surgeon","chemist",14,"wrong","wrong","A1_B2"
1,40672,"madness","idk","litter",22,"wrong","wrong","A2_B2"
1,40672,"modesty","giggle","giggle",100,"correct","correct","A1_B1"
1,40672,"mole","madness","mischief",27,"wrong","wrong","A2_B2"
1,40672,"mutant","idk","east",0,"wrong","wrong","A1_B2"
1,40672,"olive","banking","banking",100,"correct","correct","A1_B1"
1,40672,"orange","tree","tree",100,"correct","correct","trial"
1,40672,"orphan","folklore","folklore",100,"correct","correct","A1_B2"
1,40672,"pageant","bloom","striped",0,"wrong","wrong","A2_B2"
1,40672,"pigeon","educate","educate",100,"correct","correct","A1_B1"
1,40672,"poised","knob","knob",100,"correct","correct","A1_B2"
1,40672,"proposal","wasp","wasp",100,"correct","correct","A1_B1"
1,40672,"publicity","venom","vitamin",33,"wrong","wrong","A2_B1"
1,40672,"publish","prolong","divine",15,"wrong","wrong","A2_B1"
1,40672,"sacred","crack","crack",100,"correct","correct","A2_B2"
1,40672,"sewer","idk","wizard",44,"wrong","wrong","A2_B1"
1,40672,"surgical","idk","regard",22,"wrong","wrong","A1_B2"
1,40672,"vessel","crack","breed",20,"wrong","wrong","A1_B1"
2,40679,"adjust","trunned","trunned",100,"correct","correct","A2_B2"
2,40679,"anguish","pheties","pheties",100,"correct","correct","A2_B2"
2,40679,"apple","clartle","clartle",100,"correct","correct","trial"
2,40679,"banner","flanish","flanish",100,"correct","correct","A2_B1"
2,40679,"bloom","tremish","tremish",100,"correct","correct","A1_B2"
2,40679,"boost","thraped","thraped",100,"correct","correct","A1_B1"
2,40679,"breeding","slarves","slarves",100,"correct","correct","A1_B2"
2,40679,"broker","nithter","nithter",100,"correct","correct","A1_B1"
2,40679,"click","blosper","blosper",100,"correct","correct","A2_B2"
2,40679,"compound","phlished","plished",93,"wrong","correct","A2_B2"
2,40679,"confined","glorned","glorned",100,"correct","correct","A1_B1"
2,40679,"cosmic","debrate","detrabe",71,"wrong","wrong","A1_B2"
2,40679,"currency","dradden","dradden",100,"correct","correct","A2_B1"
2,40679,"delayed","slouder","slouder",100,"correct","correct","A1_B2"
2,40679,"demand","reordom","reordom",100,"correct","correct","A2_B1"
2,40679,"depend","pluared","pluared",100,"correct","correct","A1_B1"
2,40679,"dive","bensked","bensked",100,"correct","correct","A2_B1"
2,40679,"donation","steraes","stereas",86,"wrong","correct","A2_B2"
2,40679,"editing","flatial","flatial",100,"correct","correct","A2_B1"
2,40679,"gallery","brudied","brudied",100,"correct","correct","A1_B2"
2,40679,"gifted","addeded","addeded",100,"correct","correct","A1_B1"
2,40679,"grape","dramens","dramens",100,"correct","correct","trial"
2,40679,"harass","drusier","drusier",100,"correct","correct","A2_B1"
2,40679,"heroic","slooper","slooper",100,"correct","correct","A2_B1"
2,40679,"laser","pruffed","pruffed",100,"correct","correct","A2_B2"
2,40679,"liberty","cridded","cridded",100,"correct","correct","A1_B2"
2,40679,"madness","treeple","treeple",100,"correct","correct","A2_B2"
2,40679,"modesty","drodged","drodged",100,"correct","correct","A1_B1"
2,40679,"mole","IDK","lonbust",0,"wrong","wrong","A2_B2"
2,40679,"mutant","trapely","trapely",100,"correct","correct","A1_B2"
2,40679,"olive","blerved","blerved",100,"correct","correct","A1_B1"
2,40679,"orange","scrones","scrones",100,"correct","correct","trial"
2,40679,"orphan","cheyes","chyrene",62,"wrong","wrong","A1_B2"
2,40679,"pageant","achirin","achirin",100,"correct","correct","A2_B2"
2,40679,"pigeon","grature","grature",100,"correct","correct","A1_B1"
2,40679,"poised","tossens","tossens",100,"correct","correct","A1_B2"
2,40679,"proposal","drereby","drereby",100,"correct","correct","A1_B1"
2,40679,"publicity","fastade","fastade",100,"correct","correct","A2_B1"
2,40679,"publish","clitten","clitten",100,"correct","correct","A2_B1"
2,40679,"sacred","blonged","blonged",100,"correct","correct","A2_B2"
2,40679,"sewer","castopp","castopp",100,"correct","correct","A2_B1"
2,40679,"surgical","ottress","ottress",100,"correct","correct","A1_B2"
2,40679,"vessel","drandal","drandal",100,"correct","correct","A1_B1"
1,40686,"adjust","IDK","oyster",0,"wrong","wrong","A2_B2"
1,40686,"anguish","bloom","striped",0,"wrong","wrong","A2_B2"
1,40686,"apple","tree","tree",100,"correct","correct","trial"
1,40686,"banner","scientist","chemist",63,"wrong","wrong","A2_B1"
1,40686,"bloom","anguish","banking",43,"wrong","wrong","A1_B2"
1,40686,"boost","spacious","spacious",100,"correct","correct","A1_B1"
1,40686,"breeding","frozen","frozen",100,"correct","correct","A1_B2"
1,40686,"broker","IDK","habitat",20,"wrong","wrong","A1_B1"
1,40686,"click","mature","mature",100,"correct","correct","A2_B2"
1,40686,"compound","breed","breed",100,"correct","correct","A2_B2"
1,40686,"confined","IDK","nuisance",18,"wrong","wrong","A1_B1"
1,40686,"cosmic","hunter","hunter",100,"correct","correct","A1_B2"
1,40686,"currency","IDK","knob",29,"wrong","wrong","A2_B1"
1,40686,"delayed","IDK","litter",22,"wrong","wrong","A1_B2"
1,40686,"demand","IDK","upon",0,"wrong","wrong","A2_B1"
1,40686,"depend","pigeon","wasp",20,"wrong","wrong","A1_B1"
1,40686,"dive","IDK","folklore",18,"wrong","wrong","A2_B1"
1,40686,"donation","gallery","divine",15,"wrong","wrong","A2_B2"
1,40686,"editing","IDK","portray",0,"wrong","wrong","A2_B1"
1,40686,"gallery","donation","donation",100,"correct","correct","A1_B2"
1,40686,"gifted","mischief","mischief",100,"correct","correct","A1_B1"
1,40686,"grape","fruit","fruit",100,"correct","correct","trial"
1,40686,"harass","fatal","fatal",100,"correct","correct","A2_B1"
1,40686,"heroic","wizard","wizard",100,"correct","correct","A2_B1"
1,40686,"laser","guiding","guiding",100,"correct","correct","A2_B2"
1,40686,"liberty","venom","venom",100,"correct","correct","A1_B2"
1,40686,"madness","writer","writer",100,"correct","correct","A2_B2"
1,40686,"modesty","IDK","east",0,"wrong","wrong","A1_B1"
1,40686,"mole","IDK","ominous",20,"wrong","wrong","A2_B2"
1,40686,"mutant","IDK","annual",0,"wrong","wrong","A1_B2"
1,40686,"olive","nurse","nurse",100,"correct","correct","A1_B1"
1,40686,"orange","flower","flower",100,"correct","correct","trial"
1,40686,"orphan","IDK","frontier",18,"wrong","wrong","A1_B2"
1,40686,"pageant","habitat","giggle",15,"wrong","wrong","A2_B2"
1,40686,"pigeon","educate","educate",100,"correct","correct","A1_B1"
1,40686,"poised","flyer","flyer",100,"correct","correct","A1_B2"
1,40686,"proposal","crack","crack",100,"correct","correct","A1_B1"
1,40686,"publicity","IDK","vitamin",20,"wrong","wrong","A2_B1"
1,40686,"publish","divine","prolong",15,"wrong","wrong","A2_B1"
1,40686,"sacred","regard","regard",100,"correct","correct","A2_B2"
1,40686,"sewer","gifted","compute",31,"wrong","wrong","A2_B1"
1,40686,"surgical","IDK","natives",20,"wrong","wrong","A1_B2"
1,40686,"vessel","hairdo","hairdo",100,"correct","correct","A1_B1"
2,40708,"adjust","glorned","glorned",100,"correct","correct","A2_B2"
2,40708,"anguish","nithter","nithter",100,"correct","correct","A2_B2"
2,40708,"apple","dramens","dramens",100,"correct","correct","trial"
2,40708,"banner","flanish","flanish",100,"correct","correct","A2_B1"
2,40708,"bloom","pheties","pheties",100,"correct","correct","A1_B2"
